1,It trashed my Smart Media Card,"I purchased this player last month (but not from ...(this website)) and it works just fine, I am giving it a one star because it formats the smartmedia cards so they are no longer usable in other smartmedia devices, such as camera, card readers, etc. Some MP3 player mfg have developed a utility to format the cards back to the original state but D-Link has not done this for their players and have no intention of doing so. I just want to let you know this before you trash a SmartMedia card like I did."
1,NOT AS CUTE AS THE COMMERCIAL,"We saw the commercial for this toy and immediatly wanted to get it for our son who is 6 months. After unwrapping it, which took quite a while due to the packaging we were somewhat disappointed. In order to get Pooh to dance etc. the baby's rattle needs to be very close to the toy. The baby also needs to ""really"" shake his rattle quite vigorously to get Pooh to work. The toy itself is cute but smaller than imaged in the commercial. One other drawback..... to get the toy to start his tummy has to be pushed. We find that we need to do that for our son. The dancing and music captures my son's attention. Unfortunatly, Pooh's voice is very distorted and hard even for adults to understand. This was a very good idea for a toy but could use some improvements."
1,Only One Good Song On It,"I purchased this item because of the song ""Believe."" It turns out that it is the only memorable song on the CD, and the only one worth listening to. I should have waited until there was a downloadable MP3 version of it."
1,Did it really end like I think it did?,I learned some things but man it was slow and disjointed. The audio book was especially cast wrong by the way they made Kennedy's voice.
1,these are FAKE 7 for all mankind jeans! dont be fooled!,"these are NOT 7 for all mankind jeans if that's what you are looking for - those jeans go for $125-200 a piece. the people who make these came up with their ""similar"" name to trick you into buying them - they probably figure its a numbers game and ""some"" will just keep them.. dont be fooled - if youre looking for real 7's - go to eluxury.com and you'll find them there."
1,NO!!!!!You are stupid!!!!!!,"This doll is bad for little girls,and you think that having a belly ring and a tattoo is cool,so this is your problem.I hate Bratz and I hate everything else with them.This doll can teatch small children how to make bad things on thier body.In my dreams:I will never get a tatoo or a stupid belly ring.(...)"
1,Overpriced and flimsy,"I looked around alot for a good small tabletop propane grill, and thi swas the only one I could find. I do not like it at all, it is very small, and has no cover that moves, you have to pull it off and set it down, it does not fold up. It also takes forever to cook a steak, and the low setting is useless. Very small surface and heavy and clunky too, the $19.00 i got at Wal mart was much better. Save your $$."
1,I did not like the book.,"I think promises in the wind was boring becuase it did not have a lot of details.When we got to the end of the book they should of said what happened to Josh and Janie. Also because they didn't say what happened to Lonnie. But other than that, the book was okay."
1,You call this music,What total crap. I cant believe anyone listens to this and its a shame that my one star review wont drag down that rating at all and do all you potential buyers a favor and scare you off.
1,I should have listened to that guy!,"I bought this product from another web-site, and I'm generally unimpressed. If it doesn't resolve itself in the next few days, I might return the unit.I like the heafty feel and satisfying clicks it makes while in use. However, it frequently (10-15% of the time) misfires and shoots 2 rounds subsequently. My unit already sticks after casual, indoor use, and the ""out-of-ammo"" stop won't halt the slider. If you don't watch, you have no idea you're out. = \"
1,This was a pirated video that we received!!!,We opened the package to find a pirated video. It was a Sony DVD with Sharpie Marker writing. I am very upset being that this was a gift!! How embarrassing.
1,10x10 popup,the 10x10 popup arrived with one damaged leg and a broken zipper I have put in for a return but have not received a response yet and its been a week. if the zipper was not so week I think it would be fine at this point I just would like to get my money back
1,Absolutely painful to read is this book!,"Either this stuck up English twit Sykes is writing all about himself or he's writing stupid, phony stone age stories. If I want dumb stone age fiction I'll watch The Flintstones."
1,Gardman bird bath,"This bird bath is very light weight. It's attractive, but not fit for the Colorado wind. Also, the birds did not come to it."
1,Didn't play has been sent back,"The DVD wouldn't play even after updating my player only one of the four DVD,s worked. The DVD has been returned."
1,Lasted 6 months,"It tears quite easily, the material tends to brittle with time, it sticks to the table when it rains, and overall it ruined our table more than protecting it. Highly not recommended."
1,Very low quality.,"i must have gotten a totally different collar than the other reviews because this is a very low quality collar, its missing some studs, and the leather is very dried out and cracking. I'm nervous to even put it on my medium pit bull because one small pull, and this collar will go to pieces."
1,Accountant,"I have been using Intuit Products for many years in our accounting practice. Each time we have upgraded to the latest Quickbooks ( Pro Versions )we notice that the program is sluggish, slow to load and function. The Pro 2007 version is extremely slow and we have PC hardware that is fairly new (XP pro). As an accountant, I do not need all the ""window dressing"" interface menu screens that I believe slow down this very capable program. Too bad Intuit does not offer an accountant's version that has a cut and dry interface ( pull down menus as previous versions, eg 2002) and is speedy to operate."
1,i got what i paid for,"well they were prep pads and they did seem to have alcohol on them, but they were very small and after wiping the top of the vial there did not seem to be enough pad or alcohol left to clean the injection area .. were cheap to buy and expensive to use, since I usually end up using two pads / injection..will buy better pads next time i order......."
1,Disapointing,"I really tried to get into this book, but gave up after about 200 pages of jumping around from one underdeveloped character to another. The problem is that there are many potentially excellent characters, whom I would have loved to read more about. By the time one character sparked my interest though, the book jumped to another location, with a new character to become aquainted with.I like the concept of the series and would like to see read more stories like this, but instead of having to keep up with so many characters in one novel, why not just spread them out into seperate novels alltogether?..."
1,Watch OUT!,"I bought a similar Troy-Bilt weedeater model number TR525ES. I put gas in it, and fired it up. It seemed to work fine when cranking --then I tried using it. The bottom casing that held the twine was put in place with two clasps that would come off easliy if you simply pinched it with your fingers. If you lightly touch the casing to the ground, the whole thing flies apart!!!! There are four small metal cylinders inside the spool that are supposed to hold and guide the twine. When it blew apart those little cylinders flew across the yard, NEVER TO BE FOUND AGAIN! I have NEVER seen a product basically destroy itself like this. I was shocked!!When I contacted Troy-Bilt about the problem, they said that the part wasnt covered by the warranty and that I would have to PAY FOR THEM!! I WILL NEVER EVER EVER buy a Troy-Bilt product again!! I cant believe that they would want me to pay for their faulty design! What a piece of CR@P!Do yourself a favor and buy a different product!!"
1,Offensive and empty.,"This is definitely problematic for children. A CHRISTMAS CAROL is wonderful...why make a Jewish tale out of it, and then lace it with such ""Jewish-y"" stereotypes? Almost every Yiddish word -- and of course they'll all have to be defined for young readers - is an insult or an epithet. What does this bring to Hanukkah or to Children's literature? Nothing -- Bupkis."
1,Not for big babies.,We bought one thinking it'd be great to have for our 9 week old baby. He's approximately 15lbs and we could barely squeeze him into the carrier. They may rate it up to 25lbs but there's no frickin' way that's happening in this life time. Buy it for less than 10lb kiddos and you might be OK.
1,NIN needs to change which clearly hasn't happened here,"I've followed Trent Reznor and his crew for quite a while, and I've loved his music. With the comming of this album everybody said his music was going to change, to such an extent that his band was to disclame him and name the album Trent Reznor opposed to Nine Inch Nails. This rather excited me and I was quite dissapointed when I heard this music. It was exactly the same as the Downward Spiral. Trent needs to change and gets some new ideas in."
1,lineman,"very sorry wrestlemaina out of all the 22 this one ranks 21st, second to last, not only does Bret get Screwed Beefcake gets screwed also, hart shouldve retianed the title, Hogan and Beefcake with the tag belts wouldve been awesome, horrible undercard only hbk delivered as he carried Tatanka to a good match, this one is very poor, only better than the hideous wm 2000."
