1,Universal cry (Nasio Fontaine),"I have not recieve this item purchased on 11/24/07,and it remain the only item not recieved,otherwise, all other items had been recieved and in good condition."
1,rehash,total rehash of other ideas from thinkers some good some no so good not worth buying I would definitely not recommend this book
1,HORRIBLE HORRIBLE HORRIBLE!,"This printer has been a huge disappointment from the moment I got it. Luckily I got it for free as a bundle with a digital camera. First, takes a LONG time to actually begin to print a document, even with just normal text. Second, it easily gets clogged print head nozzles, and you use lots of ink cleaning them. There is no other option, however. It also says you are out of black ink, and won't print when you have just replaced the black ink, brand new cartridge. You end up thinking you got a bad cartridge, and replacing it again, only to find still same problem printing. Clean print head nozzles again, still no success. So...junk, junk, junk! Very expensive to keep trying to fix it. After having these problems, I read other user reviews. Evidently this is a universal problem, not just with mine. Mine lasted only 1 year, as did others who bought same printer. Do not buy this product!"
1,Not a likeable character in the bunch...,"I'm sorry, but I hated this book. I'm apologizing because I really seem to be in the minority there. I heard so many great things, but how can you like a book if you don't like ANY of the characters. I thought they were all pretty dispicable. I don't really care if it was 1964 or not. The only redeeming quality is that it would make great fodder for a book club discussion if that's what you were looking for."
1,Not so frightful October,"Perhaps the very young will find the stories in this book frightening, but frankly I'd feel quite safe reading it to 6 year olds. Not sure it would long entertain even the very young. The stories are very predictable. They lack atmosphere as well."
1,poor quality,"chain tarnished quickly. did not clean up well. i think it is china cheap plated not real .925 so, they deceived me"
1,Pass,"I'm open minded when it comes to the natural selection versus religion debate. Unfortunately, however, this film did not present both sides of the argument. I think it is important to weigh both pros and cons of any debate to be truly educated about your beliefs but this film was not able to do that. I was hoping for something more intuitive."
1,Does not deliver,"This book is a ... , trust me when I tell you that you will learn very little out of it , it has lots of pretty samples but it is not enough to teach , there are no tutorials , no step by step and hardly any informative text . For example the coloring section shows the inks and then the finished colors next to it - that's it .You can learn just the same by looking at comics , I was very disappointed from this book . ..."
1,Ultralight Spin Fishing - A Practical Guide,"After reading the few reviews I thought this book was a must-read. I was so wrong. It was a complete waste of time. It might (and that's an iffy might) be good for the rank novice who's just getting into fishing. For anyone with any experience at all, and especially someone with years of ultralight experience, this book is a complete waste. You'll get a lot more for your money spent if you spend it on on lures."
1,"Bring back Return of the Living Dead, this sequal su**s",I think Return of the Living Dead was so much better than this one. I think it would be great if you brought it back!
1,Readible but wrong,We purchased this book thinking it might be useful for our medical students. It is not. This book has numerous basic errors of pharmacology principles. It is laid out well and communicates things clearly however it is misleading and wrong about important aspects of pharmacology. Believing some of what is written in this book could result in harm if it influenced prescribing decisions.A book written in this style covering these areas could be very useful if it was correct.Dr Matt DoogueClinical Pharmacology Registrar.
